264183816548130816	15140428	0	12	objective	Gas by my house hit $3.39!!!! I'm going to Chapel Hill on Sat. :)
264183816548130816	15140428	13	13	positive	Gas by my house hit $3.39!!!! I'm going to Chapel Hill on Sat. :)
264249301910310912	18516728	0	5	objective	Iranian general says Israel's Iron Dome can't deal with their missiles (keep talking like that and we may end up finding out)
264249301910310912	18516728	6	7	negative	Iranian general says Israel's Iron Dome can't deal with their missiles (keep talking like that and we may end up finding out)
264249301910310912	18516728	8	21	objective	Iranian general says Israel's Iron Dome can't deal with their missiles (keep talking like that and we may end up finding out)
264105751826538497	147088367	0	8	objective	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	9	9	positive	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	10	11	objective	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	12	13	positive	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	14	14	objective	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	15	15	positive	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	16	18	objective	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	19	19	negative	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264105751826538497	147088367	20	23	objective	with J Davlar 11th. Main rivals are team Poland. Hopefully we an make it a successful end to a tough week of training tomorrow.
264094586689953794	332474633	0	19	objective	Talking about ACT's && SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out.
264094586689953794	332474633	20	22	negative	Talking about ACT's && SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out.
254941790757601280	557103111	0	1	objective	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	2	2	positive	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	3	3	objective	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	4	4	positive	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	5	8	objective	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	9	10	negative	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	11	12	objective	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	13	15	negative	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
254941790757601280	557103111	16	20	objective	They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll
264169034155696130	382403760	0	15	objective	Im bringing the monster load of candy tomorrow, I just hope it doesn't get all squiched
263192091700654080	344222239	0	19	objective	Apple software, retail chiefs out in overhaul: SAN FRANCISCO Apple Inc CEO Tim Cook on Monday replaced the heads... bit.ly/XQEhJU
263398998675693568	812957996	0	3	objective	@oluoch @victor_otti @kunjand I just watched it! Sridevi's comeback.... U remember her from the 90s?? Sun mornings on NTA ;)
263398998675693568	812957996	4	4	neutral	@oluoch @victor_otti @kunjand I just watched it! Sridevi's comeback.... U remember her from the 90s?? Sun mornings on NTA ;)
263398998675693568	812957996	5	18	objective	@oluoch @victor_otti @kunjand I just watched it! Sridevi's comeback.... U remember her from the 90s?? Sun mornings on NTA ;)
263398998675693568	812957996	19	19	positive	@oluoch @victor_otti @kunjand I just watched it! Sridevi's comeback.... U remember her from the 90s?? Sun mornings on NTA ;)
260200142420992000	332530284	0	18	objective	#Livewire Nadal confirmed for Mexican Open in February: Rafael Nadal is set to play at the Me... bit.ly/WY4Vjy #LiveWireAthletics
264087629237202944	61903760	0	1	objective	@MsSheLahY I didnt want to just pop up... but yep we have chapel hill next wednesday you should come.. and shes great ill tell her you asked
264087629237202944	61903760	2	3	negative	@MsSheLahY I didnt want to just pop up... but yep we have chapel hill next wednesday you should come.. and shes great ill tell her you asked
264087629237202944	61903760	4	19	objective	@MsSheLahY I didnt want to just pop up... but yep we have chapel hill next wednesday you should come.. and shes great ill tell her you asked
264087629237202944	61903760	20	21	positive	@MsSheLahY I didnt want to just pop up... but yep we have chapel hill next wednesday you should come.. and shes great ill tell her you asked
264087629237202944	61903760	22	26	objective	@MsSheLahY I didnt want to just pop up... but yep we have chapel hill next wednesday you should come.. and shes great ill tell her you asked
250692636330049538	29023839	0	6	objective	@Alyoup005 @addicted2haley hmmmm November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys
250692636330049538	29023839	7	7	negative	@Alyoup005 @addicted2haley hmmmm November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys
250692636330049538	29023839	8	16	objective	@Alyoup005 @addicted2haley hmmmm November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys
250692636330049538	29023839	17	17	positive	@Alyoup005 @addicted2haley hmmmm November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys
250692636330049538	29023839	18	24	objective	@Alyoup005 @addicted2haley hmmmm November is an odd release date if true but if it becomes big enough maybe she could sing it at Grammys
263304719471087617	564843841	0	1	objective	#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran, Oct 30, IRNA -- Secretary... bit.ly/XSTGtd
263304719471087617	564843841	2	2	negative	#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran, Oct 30, IRNA -- Secretary... bit.ly/XSTGtd
263304719471087617	564843841	3	19	objective	#Iran US delisting MKO from global terrorists list in line with Iran campaign: Tehran, Oct 30, IRNA -- Secretary... bit.ly/XSTGtd
263956867787673600	183985016	0	0	positive	Good Morning Becky ! Thursday is going to be Fantastic ! @SwedenG @DJ4JG @Grdina @Paverlayer @FSBull @RevkahJC @DicksTrash @borderfox116
263956867787673600	183985016	1	8	objective	Good Morning Becky ! Thursday is going to be Fantastic ! @SwedenG @DJ4JG @Grdina @Paverlayer @FSBull @RevkahJC @DicksTrash @borderfox116
263956867787673600	183985016	9	9	positive	Good Morning Becky ! Thursday is going to be Fantastic ! @SwedenG @DJ4JG @Grdina @Paverlayer @FSBull @RevkahJC @DicksTrash @borderfox116
263956867787673600	183985016	10	18	objective	Good Morning Becky ! Thursday is going to be Fantastic ! @SwedenG @DJ4JG @Grdina @Paverlayer @FSBull @RevkahJC @DicksTrash @borderfox116
263975113404342273	616166780	0	20	objective	Expect light-moderate rains over E. Visayas; Cebu, Bohol, Samar & Leyte have 30-70% chance of rains tonight! Expect fair weather tomorrow!:)
257343699460173824	10115042	0	1	objective	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	2	2	neutral	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	3	8	objective	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	9	12	positive	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	13	15	objective	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	16	17	positive	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	18	22	objective	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
257343699460173824	10115042	23	25	positive	One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!
264125591337463808	348691527	0	21	objective	AFC away fans on Saturday. All this stuff about the 'she said no' chant. It's bollocks. When he has the ball, just turn your back on him.
264125591337463808	348691527	22	26	negative	AFC away fans on Saturday. All this stuff about the 'she said no' chant. It's bollocks. When he has the ball, just turn your back on him.
264259830590603264	183011479	0	2	objective	Why is it so hard to find the @TVGuideMagazine these days? Went to 3 stores for the Castle cover issue. NONE. Will search again tomorrow...
264259830590603264	183011479	3	4	negative	Why is it so hard to find the @TVGuideMagazine these days? Went to 3 stores for the Castle cover issue. NONE. Will search again tomorrow...
264259830590603264	183011479	5	24	objective	Why is it so hard to find the @TVGuideMagazine these days? Went to 3 stores for the Castle cover issue. NONE. Will search again tomorrow...
264223934403211264	117204603	0	15	objective	@TrevorJavier the heat game may cost alot more...and plus I would rather see Austin Rivers play
264041764460036096	198706982	0	4	objective	Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit
264041764460036096	198706982	5	7	positive	Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit
264041764460036096	198706982	8	11	objective	Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit
264041764460036096	198706982	12	13	positive	Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit
264041764460036096	198706982	14	15	objective	Never start working on your dreams and goals tomorrow......tomorrow never comes....if it means anything to U, ACT NOW! #getafterit
